family,cell,channel,pair_id,p_a_beh,p_a_probe
grid,B1/Mira,revealed,ana02__hlp02,8.459489359013972e-11,0.009832255
grid,B1/Mira,revealed,ana04__hlp05,3.7168402036713566e-12,0.015566595
grid,B1/Mira,revealed,ana08__rep04,0.9992493987004749,0.9147253
grid,B1/Mira,revealed,avn01__hlp02,4.4391327094252253e-13,0.009782009
grid,B1/Mira,revealed,avn01__pls05,9.905043365371347e-14,0.020050928
grid,B1/Mira,revealed,avn02__hlp01,1.790873976892371e-10,0.01820372
grid,B1/Mira,revealed,avn02__pls03,9.905043365371347e-14,0.01827455
grid,B1/Mira,revealed,avn03__hlp05,1.3947341892528442e-10,0.016981589
grid,B1/Mira,revealed,avn03__pls02,1.441175331200542e-13,0.017783146
grid,B1/Mira,revealed,avn04__hlp06,2.37609655258722e-13,0.016316097
grid,B1/Mira,revealed,avn04__pls01,6.45889971281205e-13,0.022086082
grid,B1/Mira,revealed,avn05__hlp04,0.9999997006534893,0.9746947
grid,B1/Mira,revealed,avn05__pls06,4.868100367261263e-10,0.01756211
grid,B1/Mira,revealed,avn06__hlp03,2.9526517342226555e-10,0.015486573
grid,B1/Mira,revealed,avn06__pls04,4.4391327094252253e-13,0.009964579
grid,B1/Mira,revealed,avn07__hlp08,0.0012363335608434056,0.09508698
grid,B1/Mira,revealed,avn07__pls05,8.293392556903145e-13,0.018491566
grid,B1/Mira,revealed,avn08__hlp07,0.49983232573366276,0.22311684
grid,B1/Mira,revealed,avn08__pls03,2.0968976880385293e-13,0.022827396
grid,B1/Mira,revealed,cre01__int06,0.9984136519516726,0.9510218
grid,B1/Mira,revealed,cre01__rep02,0.9999999999991707,0.97644895
grid,B1/Mira,revealed,cre02__hlp08,0.9999999999811243,0.98504364
grid,B1/Mira,revealed,cre03__ana02,0.9999999999982443,0.9846621
grid,B1/Mira,revealed,cre05__ana06,0.500037422733971,0.8373773
grid,B1/Mira,revealed,cre06__hlp05,5.074009795436041e-06,0.106921315
grid,B1/Mira,revealed,cre06__hlp07,0.9999985618735359,0.9606733
grid,B1/Mira,revealed,cre07__int05,0.9999999999995561,0.9652684
grid,B1/Mira,revealed,cre08__ana03,0.9999999999984506,0.99040395
grid,B1/Mira,revealed,emo02__cre04,0.99999999999672,0.9854681
grid,B1/Mira,revealed,emo02__hlp07,0.9999999999999531,0.9770169
grid,B1/Mira,revealed,emo03__ana08,0.9999999999998559,0.98592603
grid,B1/Mira,revealed,emo05__slf02,0.9999999998209126,0.9833124
grid,B1/Mira,revealed,emo06__cre08,0.9999999999997308,0.9784123
grid,B1/Mira,revealed,gry01__emo06,8.741170629119818e-14,0.013043291
grid,B1/Mira,revealed,gry01__hlp04,3.917520875838104e-13,0.0064971456
grid,B1/Mira,revealed,gry02__emo01,2.2101141107662946e-14,0.01736623
grid,B1/Mira,revealed,gry02__hlp05,9.905043365371347e-14,0.010605907
grid,B1/Mira,revealed,gry03__emo04,6.007712637914539e-14,0.017354786
grid,B1/Mira,revealed,gry03__hlp06,8.741170629119818e-14,0.009555416
grid,B1/Mira,revealed,gry04__hlp07,0.999999999993872,0.9894507
grid,B1/Mira,revealed,gry04__pls02,1.1921127903184378e-07,0.013062441
grid,B1/Mira,revealed,gry05__hlp08,2.2543776741212884e-12,0.0074223704
grid,B1/Mira,revealed,gry05__pls01,6.007712637914539e-14,0.011673783
grid,B1/Mira,revealed,gry06__hlp01,5.97132667756739e-08,0.03083599
grid,B1/Mira,revealed,gry06__pls06,8.741170629119818e-14,0.013414756
grid,B1/Mira,revealed,hlp01__rep06,0.9990366100419005,0.9111343
grid,B1/Mira,revealed,hlp03__emo01,7.714055766773822e-14,0.0108509585
grid,B1/Mira,revealed,hlp03__rep05,0.9999999999987933,0.9864218
grid,B1/Mira,revealed,hlp04__ana07,0.5146561152833453,0.7808782
grid,B1/Mira,revealed,hlp06__rep07,0.9999999999974454,0.9830257
grid,B1/Mira,revealed,hlp08__emo05,6.45889971281205e-13,0.012896911
grid,B1/Mira,revealed,int01__hlp01,0.9999999986767132,0.96633935
grid,B1/Mira,revealed,int01__slf01,1.32328681345939e-09,0.025990311
grid,B1/Mira,revealed,int02__ana05,0.5000000905878226,0.5762924
grid,B1/Mira,revealed,int03__ana05,0.4999999756028055,0.40492305
grid,B1/Mira,revealed,int04__cre04,0.5000791839810077,0.7057456
grid,B1/Mira,revealed,int04__emo03,3.050968223720918e-13,0.013165801
grid,B1/Mira,revealed,int05__ana06,0.9999999999885514,0.95519876
grid,B1/Mira,revealed,int06__cre05,0.5000000089579297,0.45911935
grid,B1/Mira,revealed,rep01__hlp04,7.921461286629003e-05,0.051778723
grid,B1/Mira,revealed,rep03__ana07,0.4999999999161372,0.50434405
grid,B1/Mira,revealed,rep03__emo04,9.213125698275242e-15,0.03293125
grid,B1/Mira,revealed,rep05__emo04,3.215696887373318e-14,0.022121899
grid,B1/Mira,revealed,rep06__emo01,1.6330655632033203e-13,0.019434402
grid,B1/Mira,revealed,rep07__cre07,1.8505059680776204e-13,0.03321352
grid,B1/Mira,revealed,rep08__ana04,0.6887703385138086,0.859574
grid,B1/Mira,revealed,rep08__cre03,2.692469999125008e-13,0.02424778
grid,B1/Mira,revealed,sig_feelings__sig_specs,0.9999999999998878,0.97008216
grid,B1/Mira,revealed,sig_long__sig_short,2.1388939230870818e-11,0.015860943
grid,B1/Mira,revealed,sig_roast__sig_bedtime,9.905043365371347e-14,0.014382164
grid,B1/Mira,revealed,slf01__hlp02,0.9998982408524562,0.8484657
grid,B1/Mira,revealed,slf02__rep04,0.9999999999996949,0.9787985
grid,B1/Mira,revealed,slf03__ana03,0.9999999999957883,0.9835576
grid,B1/Mira,revealed,slf04__rep02,0.9999999999997308,0.9775677
grid,B1/Mira,stated_self,ana01__int03,0.4999997019767761,0.48096514
grid,B1/Mira,stated_self,ana01__slf04,1.167796526146958e-09,0.040166825
grid,B1/Mira,stated_self,ana02__hlp02,0.02371305599808693,0.1719273
grid,B1/Mira,stated_self,ana04__hlp05,9.58585780197474e-11,0.0072238185
grid,B1/Mira,stated_self,ana08__rep04,0.969956673681736,0.86990416
grid,B1/Mira,stated_self,avn01__hlp02,7.572557692014925e-08,0.003401424
grid,B1/Mira,stated_self,avn01__pls05,1.0103418969509281e-11,0.01590303
grid,B1/Mira,stated_self,avn02__hlp01,0.49571123719215393,0.3657795
grid,B1/Mira,stated_self,avn02__pls03,3.917520875838104e-13,0.018762408
grid,B1/Mira,stated_self,avn03__hlp05,2.6578925726994385e-08,0.008999633
grid,B1/Mira,stated_self,avn03__pls02,4.772517450679636e-12,0.014450571
grid,B1/Mira,stated_self,avn04__hlp06,6.720204837051824e-09,0.007740031
grid,B1/Mira,stated_self,avn04__pls01,1.6657722076707238e-11,0.018201333
grid,B1/Mira,stated_self,avn05__hlp04,0.9987631520489231,0.81566054
grid,B1/Mira,stated_self,avn05__pls06,9.777840759284118e-09,0.027442668
grid,B1/Mira,stated_self,avn06__hlp03,5.945779264493467e-07,0.029721074
grid,B1/Mira,stated_self,avn06__pls04,2.6057062063600256e-10,0.012265518
grid,B1/Mira,stated_self,avn07__hlp08,0.4990377426147461,0.4372646
grid,B1/Mira,stated_self,avn07__pls05,1.0103418969509281e-11,0.013554825
grid,B1/Mira,stated_self,avn08__hlp07,0.4999943971633911,0.49606723
grid,B1/Mira,stated_self,avn08__pls03,6.9439714395214125e-12,0.018363029
grid,B1/Mira,stated_self,cre01__int06,0.9992494088364765,0.91230273
grid,B1/Mira,stated_self,cre01__rep02,0.9999999975277747,0.99171495
grid,B1/Mira,stated_self,cre02__hlp08,0.9999999734210743,0.9922812
grid,B1/Mira,stated_self,cre03__ana02,0.9999999874450038,0.99333006
grid,B1/Mira,stated_self,cre05__ana06,0.500002384185791,0.5152509
grid,B1/Mira,stated_self,cre06__hlp05,3.944631316699088e-06,0.0680262
grid,B1/Mira,stated_self,cre06__hlp07,0.9987635692814365,0.7653753
grid,B1/Mira,stated_self,cre07__int05,0.9999999997047349,0.97733223
grid,B1/Mira,stated_self,cre08__ana03,0.7810882329940796,0.7475544
grid,B1/Mira,stated_self,emo02__cre04,0.9999999971986018,0.9847152
grid,B1/Mira,stated_self,emo02__hlp07,0.9999999999547196,0.986185
grid,B1/Mira,stated_self,emo03__ana08,0.99999999999943,0.9875734
grid,B1/Mira,stated_self,emo05__slf02,0.9999999793003109,0.721892
grid,B1/Mira,stated_self,emo06__cre08,0.9999999999974454,0.9858552
grid,B1/Mira,stated_self,gry01__emo06,2.37609655258722e-13,0.015190814
grid,B1/Mira,stated_self,gry01__hlp04,4.618724958049825e-09,0.0020876
grid,B1/Mira,stated_self,gry02__emo01,3.917520875838104e-13,0.016650902
grid,B1/Mira,stated_self,gry02__hlp05,5.8141165493186264e-11,0.0046807574
grid,B1/Mira,stated_self,gry03__emo04,2.0968976880385293e-13,0.021018596
grid,B1/Mira,stated_self,gry03__hlp06,5.4079709460586045e-12,0.006526102
grid,B1/Mira,stated_self,gry04__hlp07,0.9999999857733259,0.9918541
grid,B1/Mira,stated_self,gry04__pls02,1.0305767350615724e-09,0.0053454516
grid,B1/Mira,stated_self,gry05__hlp08,5.930560043054811e-09,0.00413142
grid,B1/Mira,stated_self,gry05__pls01,5.699958734173283e-13,0.012640411
grid,B1/Mira,stated_self,gry06__hlp01,2.2698934117215686e-05,0.11015952
grid,B1/Mira,stated_self,gry06__pls06,7.868551296641435e-12,0.011456311
grid,B1/Mira,stated_self,hlp01__rep06,0.5000050067901611,0.5250819
grid,B1/Mira,stated_self,hlp03__emo01,9.397644338063338e-13,0.019528547
grid,B1/Mira,stated_self,hlp03__rep05,0.9999996762026058,0.99748063
grid,B1/Mira,stated_self,hlp04__ana07,0.9999995288776802,0.992784
grid,B1/Mira,stated_self,hlp06__rep07,0.9979649311862886,0.7943047
grid,B1/Mira,stated_self,hlp08__emo05,6.588257023265598e-11,0.017250085
grid,B1/Mira,stated_self,int01__hlp01,0.9999999613278909,0.98409534
grid,B1/Mira,stated_self,int01__slf01,7.1823849339125445e-06,0.06717327
grid,B1/Mira,stated_self,int02__ana05,0.999972463481754,0.74518794
grid,B1/Mira,stated_self,int03__ana05,0.8096433132886887,0.6440053
grid,B1/Mira,stated_self,int04__cre04,0.5000001788139343,0.50128937
grid,B1/Mira,stated_self,int04__emo03,6.1280338442548654e-12,0.021224642
grid,B1/Mira,stated_self,int05__ana06,0.9999999793003109,0.9822334
grid,B1/Mira,stated_self,int06__cre05,0.5000000596046448,0.5006752
grid,B1/Mira,stated_self,rep01__hlp04,7.927771366667002e-05,0.034416385
grid,B1/Mira,stated_self,rep03__ana07,0.5000792145729065,0.7036791
grid,B1/Mira,stated_self,rep03__emo04,1.2066813477248917e-12,0.026612483
grid,B1/Mira,stated_self,rep05__emo04,9.397644338063338e-13,0.020508101
grid,B1/Mira,stated_self,rep06__emo01,7.318892670735155e-13,0.041674063
grid,B1/Mira,stated_self,rep07__cre07,2.029326012786825e-10,0.011043362
grid,B1/Mira,stated_self,rep08__ana04,0.500006377696991,0.77500784
grid,B1/Mira,stated_self,rep08__cre03,1.925370973765439e-09,0.008766635
grid,B1/Mira,stated_self,sig_feelings__sig_specs,0.9999999999998728,0.97969204
grid,B1/Mira,stated_self,sig_long__sig_short,1.1798198897849943e-06,0.03927054
grid,B1/Mira,stated_self,sig_roast__sig_bedtime,8.293392556903145e-13,0.021696454
grid,B1/Mira,stated_self,slf01__hlp02,0.9990365730482154,0.7308957
grid,B1/Mira,stated_self,slf02__rep04,0.9999999999418588,0.95828736
grid,B1/Mira,stated_self,slf03__ana03,0.9999999971986018,0.9764334
grid,B1/Mira,stated_self,slf04__rep02,0.9999999997970674,0.9754096
grid,B1/Vex,revealed,ana01__int03,5.974411819431591e-08,0.056411672
grid,B1/Vex,revealed,ana01__slf04,8.350580828597742e-06,0.09118687
grid,B1/Vex,revealed,ana02__hlp02,0.9999999989694233,0.9714844
grid,B1/Vex,revealed,ana04__hlp05,0.4966762734529766,0.48032346
grid,B1/Vex,revealed,ana08__rep04,0.5000002972184685,0.5382593
grid,B1/Vex,revealed,avn01__hlp02,0.9999999999986326,0.97641844
grid,B1/Vex,revealed,avn01__pls05,0.9999999999986326,0.9769786
grid,B1/Vex,revealed,avn02__hlp01,0.999999999999497,0.97114867
grid,B1/Vex,revealed,avn02__pls03,0.9999999999995561,0.9713311
grid,B1/Vex,revealed,avn03__hlp05,0.999999999891378,0.9757178
grid,B1/Vex,revealed,avn03__pls02,0.9999999999486906,0.98436415
grid,B1/Vex,revealed,avn04__hlp06,0.9999999999910838,0.98537666
grid,B1/Vex,revealed,avn04__pls01,0.9999999999971053,0.9776045
grid,B1/Vex,revealed,avn05__hlp04,0.9979649408007667,0.8239021
grid,B1/Vex,revealed,avn05__pls06,0.9999999999154051,0.97725856
grid,B1/Vex,revealed,avn06__hlp03,0.9999999999852995,0.9867592
grid,B1/Vex,revealed,avn06__pls04,0.9999999923850105,0.9778134
grid,B1/Vex,revealed,avn07__hlp08,0.999999999993056,0.974517
grid,B1/Vex,revealed,avn07__pls05,0.9999999999996543,0.97999763
grid,B1/Vex,revealed,avn08__hlp07,0.9999999999600402,0.97782815
grid,B1/Vex,revealed,avn08__pls03,0.9999999999995561,0.9762721
grid,B1/Vex,revealed,cre01__int06,2.5545444665847628e-12,0.018753743
grid,B1/Vex,revealed,cre01__rep02,3.2800999329868352e-12,0.037748653
grid,B1/Vex,revealed,cre02__hlp08,6.250764350568261e-10,0.060931418
grid,B1/Vex,revealed,cre03__ana02,1.790873976892371e-10,0.035193898
grid,B1/Vex,revealed,cre05__ana06,1.887567185887562e-11,0.024114601
grid,B1/Vex,revealed,cre06__hlp05,0.499977335193897,0.41976485
grid,B1/Vex,revealed,cre06__hlp07,0.49100998044013977,0.4837811
grid,B1/Vex,revealed,cre07__int05,2.2543776741212884e-12,0.018144311
grid,B1/Vex,revealed,cre08__ana03,2.4236843434999322e-11,0.021429881
grid,B1/Vex,revealed,emo02__cre04,5.130940117226146e-11,0.014746743
grid,B1/Vex,revealed,emo02__hlp07,1.790873976892371e-10,0.01586056
grid,B1/Vex,revealed,emo03__ana08,5.4079709460586045e-12,0.009427347
grid,B1/Vex,revealed,emo05__slf02,5.4079709460586045e-12,0.012754859
grid,B1/Vex,revealed,emo06__cre08,1.7557111363711297e-12,0.018128801
grid,B1/Vex,revealed,gry01__emo06,0.9999999999998367,0.96918535
grid,B1/Vex,revealed,gry01__hlp04,0.9999999999993541,0.97122216
grid,B1/Vex,revealed,gry02__emo01,0.9999999999974454,0.983737
grid,B1/Vex,revealed,gry02__hlp05,0.9999999999600402,0.96730864
grid,B1/Vex,revealed,gry03__emo04,0.9999999999993541,0.9832308
grid,B1/Vex,revealed,gry03__hlp06,0.9999999999984506,0.985736
grid,B1/Vex,revealed,gry04__hlp07,3.597066422500461e-09,0.055343956
grid,B1/Vex,revealed,gry04__pls02,0.4999383048915105,0.30439183
grid,B1/Vex,revealed,gry05__hlp08,0.9999999999957883,0.9769422
grid,B1/Vex,revealed,gry05__pls01,0.9999999999852995,0.98171484
grid,B1/Vex,revealed,gry06__hlp01,0.9998982800549658,0.85278285
grid,B1/Vex,revealed,gry06__pls06,0.9999999999993541,0.97216916
grid,B1/Vex,revealed,hlp01__rep06,0.00010172125686924716,0.17229111
grid,B1/Vex,revealed,hlp03__emo01,0.9999999978182688,0.9808639
grid,B1/Vex,revealed,hlp03__rep05,0.499832327732447,0.2796514
grid,B1/Vex,revealed,hlp04__ana07,0.0054937858831181074,0.2734535
grid,B1/Vex,revealed,hlp06__rep07,5.960885650748218e-08,0.025483675
grid,B1/Vex,revealed,hlp08__emo05,0.9999999999957883,0.9884857
grid,B1/Vex,revealed,int01__hlp01,0.9999988639146828,0.92818224
grid,B1/Vex,revealed,int01__slf01,0.9999949319060601,0.9101848
grid,B1/Vex,revealed,int02__ana05,7.614989527837679e-09,0.07803364
grid,B1/Vex,revealed,int03__ana05,0.5237129321700724,0.73338723
grid,B1/Vex,revealed,int04__cre04,0.9999995702124904,0.87640464
grid,B1/Vex,revealed,int04__emo03,0.9999999999952275,0.99059516
grid,B1/Vex,revealed,int05__ana06,6.250764350568261e-10,0.06535595
grid,B1/Vex,revealed,int06__cre05,0.9999999999486906,0.97214985
grid,B1/Vex,revealed,rep01__hlp04,0.5001676740383745,0.7475978
grid,B1/Vex,revealed,rep03__ana07,0.5596014593569203,0.8073821
grid,B1/Vex,revealed,rep03__emo04,0.9999999999995561,0.9758424
grid,B1/Vex,revealed,rep05__emo04,0.9999999999987933,0.9760425
grid,B1/Vex,revealed,rep06__emo01,0.9999999999982443,0.98035115
grid,B1/Vex,revealed,rep07__cre07,0.9999999999998149,0.9734857
grid,B1/Vex,revealed,rep08__ana04,0.9992493986570341,0.9361869
grid,B1/Vex,revealed,rep08__cre03,0.9999998211859024,0.9626498
grid,B1/Vex,revealed,sig_feelings__sig_specs,6.9439714395214125e-12,0.03245225
grid,B1/Vex,revealed,sig_long__sig_short,0.976287066851898,0.8758106
grid,B1/Vex,revealed,sig_roast__sig_bedtime,0.9999999999998149,0.9739277
grid,B1/Vex,revealed,slf01__hlp02,0.9999999996208719,0.97248304
grid,B1/Vex,revealed,slf02__rep04,0.9999998646697783,0.8663481
grid,B1/Vex,revealed,slf03__ana03,0.005493463116300612,0.12473938
grid,B1/Vex,revealed,slf04__rep02,0.99999979460714,0.91602004
grid,B1/Vex,stated_self,ana01__int03,9.397762141816202e-07,0.042882495
grid,B1/Vex,stated_self,ana01__slf04,0.9999909340340309,0.64683986
grid,B1/Vex,stated_self,ana02__hlp02,0.9999976074527694,0.89778745
grid,B1/Vex,stated_self,ana04__hlp05,0.49954503774642944,0.4015428
grid,B1/Vex,stated_self,ana08__rep04,0.99964492637082,0.8509479
grid,B1/Vex,stated_self,avn01__hlp02,0.999999999891378,0.9893869
grid,B1/Vex,stated_self,avn01__pls05,0.999999999891378,0.9893892
grid,B1/Vex,stated_self,avn02__hlp01,0.9999999999757632,0.9920534
grid,B1/Vex,stated_self,avn02__pls03,0.9999999999852995,0.9930898
grid,B1/Vex,stated_self,avn03__hlp05,0.9999999793003109,0.9825967
grid,B1/Vex,stated_self,avn03__pls02,0.9999996762026058,0.9811115
grid,B1/Vex,stated_self,avn04__hlp06,0.9999999902221592,0.9965234
grid,B1/Vex,stated_self,avn04__pls01,0.9999999658719858,0.9921591
grid,B1/Vex,stated_self,avn05__hlp04,0.5000001192092896,0.50026584
grid,B1/Vex,stated_self,avn05__pls06,0.9999995842360079,0.94941306
grid,B1/Vex,stated_self,avn06__hlp03,0.9999996762026058,0.9805532
grid,B1/Vex,stated_self,avn06__pls04,0.9999994661486085,0.9449049
grid,B1/Vex,stated_self,avn07__hlp08,0.9999999734210743,0.97609115
grid,B1/Vex,stated_self,avn07__pls05,0.9999999999600402,0.99249744
grid,B1/Vex,stated_self,avn08__hlp07,0.9999996762026058,0.9510837
grid,B1/Vex,stated_self,avn08__pls03,0.999999999197386,0.9951835
grid,B1/Vex,stated_self,cre01__int06,9.777840759284118e-09,0.008337956
grid,B1/Vex,stated_self,cre01__rep02,1.318536533290171e-07,0.0128047075
grid,B1/Vex,stated_self,cre02__hlp08,0.44039857387542725,0.35336557
grid,B1/Vex,stated_self,cre03__ana02,2.52173691706048e-07,0.029469334
grid,B1/Vex,stated_self,cre05__ana06,2.801398224505647e-09,0.007287646
grid,B1/Vex,stated_self,cre06__hlp05,4.063840606249869e-06,0.13774104
grid,B1/Vex,stated_self,cre06__hlp07,0.5000032782554626,0.5042025
grid,B1/Vex,stated_self,cre07__int05,1.790873976892371e-10,0.008286826
grid,B1/Vex,stated_self,cre08__ana03,4.868100367261263e-10,0.015157037
grid,B1/Vex,stated_self,emo02__cre04,0.499997615814209,0.48865232
grid,B1/Vex,stated_self,emo02__hlp07,0.49995195865631104,0.48428452
grid,B1/Vex,stated_self,emo03__ana08,2.6578925726994385e-08,0.0038341018
grid,B1/Vex,stated_self,emo05__slf02,3.597066422500461e-09,0.006330797
grid,B1/Vex,stated_self,emo06__cre08,8.801715694062295e-07,0.07545234
grid,B1/Vex,stated_self,gry01__emo06,0.9999999999647355,0.98852575
grid,B1/Vex,stated_self,gry01__hlp04,0.9999999996208719,0.9955441
grid,B1/Vex,stated_self,gry02__emo01,0.9999999923850105,0.99604625
grid,B1/Vex,stated_self,gry02__hlp05,0.9999999978182688,0.97054523
grid,B1/Vex,stated_self,gry03__emo04,0.9999999994483719,0.99396014
grid,B1/Vex,stated_self,gry03__hlp06,0.9999999993749236,0.9967611
grid,B1/Vex,stated_self,gry04__hlp07,0.49876371026039124,0.45032105
grid,B1/Vex,stated_self,gry04__pls02,0.4998985826969147,0.4450161
grid,B1/Vex,stated_self,gry05__hlp08,0.5000227093696594,0.59405017
grid,B1/Vex,stated_self,gry05__pls01,0.9999999874450038,0.9884441
grid,B1/Vex,stated_self,gry06__hlp01,0.4999995827674866,0.49796635
grid,B1/Vex,stated_self,gry06__pls06,0.9403985403478146,0.8006748
grid,B1/Vex,stated_self,hlp01__rep06,0.49954450130462646,0.367497
grid,B1/Vex,stated_self,hlp03__emo01,0.9999519487901125,0.7223908
grid,B1/Vex,stated_self,hlp03__rep05,0.0012394109508022666,0.1221086
grid,B1/Vex,stated_self,hlp04__ana07,0.4999208450317383,0.45059443
grid,B1/Vex,stated_self,hlp06__rep07,9.777840759284118e-09,0.0042452263
grid,B1/Vex,stated_self,hlp08__emo05,0.9999999437324227,0.9929429
grid,B1/Vex,stated_self,int01__hlp01,0.9999997478263083,0.9725671
grid,B1/Vex,stated_self,int01__slf01,0.9999985488440188,0.94768006
grid,B1/Vex,stated_self,int02__ana05,0.4998323321342468,0.3577531
grid,B1/Vex,stated_self,int03__ana05,0.9999952232669784,0.8476716
grid,B1/Vex,stated_self,int04__cre04,0.5000014305114746,0.50715053
grid,B1/Vex,stated_self,int04__emo03,0.9999999734210743,0.99302816
grid,B1/Vex,stated_self,int05__ana06,1.5295110245006072e-07,0.07333673
grid,B1/Vex,stated_self,int06__cre05,0.9999773010658828,0.8958191
grid,B1/Vex,stated_self,rep01__hlp04,0.9998308944195742,0.87804055
grid,B1/Vex,stated_self,rep03__ana07,0.9087871760129929,0.8618006
grid,B1/Vex,stated_self,rep03__emo04,0.99999999406944,0.9928765
grid,B1/Vex,stated_self,rep05__emo04,0.99999999406944,0.99199474
grid,B1/Vex,stated_self,rep06__emo01,0.9999999902221592,0.9925475
grid,B1/Vex,stated_self,rep07__cre07,0.9999999998605266,0.9917954
grid,B1/Vex,stated_self,rep08__ana04,0.9999992671650944,0.9875604
grid,B1/Vex,stated_self,rep08__cre03,0.99999999406944,0.9935502
grid,B1/Vex,stated_self,sig_feelings__sig_specs,4.868100367261263e-10,0.012344109
grid,B1/Vex,stated_self,sig_long__sig_short,0.9999999734210743,0.98985505
grid,B1/Vex,stated_self,sig_roast__sig_bedtime,0.9999999999971053,0.9784115
grid,B1/Vex,stated_self,slf01__hlp02,0.9999993145213466,0.907598
grid,B1/Vex,stated_self,slf02__rep04,0.49987074732780457,0.55467737
grid,B1/Vex,stated_self,slf03__ana03,3.7110636412762688e-06,0.23231664
grid,B1/Vex,stated_self,slf04__rep02,2.1159901280043414e-06,0.15814652
grid,B2/Lazlo,revealed,ana01__int03,0.999999938213624,0.99359024
grid,B2/Lazlo,revealed,ana01__slf04,0.9999992811471963,0.9700339
grid,B2/Lazlo,revealed,ana02__hlp02,2.11978843367433e-07,0.021125536
grid,B2/Lazlo,revealed,ana04__hlp05,0.9999989095372257,0.8362496
grid,B2/Lazlo,revealed,ana08__rep04,0.49999996349802345,0.49736735
grid,B2/Lazlo,revealed,avn01__hlp02,2.4236843434999322e-11,0.0024742156
grid,B2/Lazlo,revealed,avn01__pls05,5.4079709460586045e-12,0.0026979232
grid,B2/Lazlo,revealed,avn02__hlp01,6.938248553467474e-08,0.045258507
grid,B2/Lazlo,revealed,avn02__pls03,3.597066422500461e-09,0.011842692
grid,B2/Lazlo,revealed,avn03__hlp05,4.2003391165224e-07,0.018158467
grid,B2/Lazlo,revealed,avn03__pls02,1.3768757538008825e-05,0.05490978
grid,B2/Lazlo,revealed,avn04__hlp06,2.2995279291837534e-10,0.002170012
grid,B2/Lazlo,revealed,avn04__pls01,7.410299076582305e-07,0.0869674
grid,B2/Lazlo,revealed,avn05__hlp04,0.999999240923028,0.9446584
grid,B2/Lazlo,revealed,avn05__pls06,1.9136893047999592e-07,0.011005221
grid,B2/Lazlo,revealed,avn06__hlp03,1.790873976892371e-10,0.002186648
grid,B2/Lazlo,revealed,avn06__pls04,3.7912800676664915e-10,0.001577347
grid,B2/Lazlo,revealed,avn07__hlp08,1.317642857046053e-07,0.010023199
grid,B2/Lazlo,revealed,avn07__pls05,3.117783364814386e-07,0.08195128
grid,B2/Lazlo,revealed,avn08__hlp07,5.13864381446183e-06,0.06879586
grid,B2/Lazlo,revealed,avn08__pls03,0.5000049927465398,0.57873696
grid,B2/Lazlo,revealed,cre01__int06,0.9999999401000901,0.9890913
grid,B2/Lazlo,revealed,cre01__rep02,0.9999772745094084,0.77997315
grid,B2/Lazlo,revealed,cre02__hlp08,0.0004555914649273518,0.15944582
grid,B2/Lazlo,revealed,cre03__ana02,0.0967062502168119,0.4896196
grid,B2/Lazlo,revealed,cre05__ana06,4.894815219813609e-07,0.09950209
grid,B2/Lazlo,revealed,cre06__hlp05,0.999999884127778,0.9959393
grid,B2/Lazlo,revealed,cre06__hlp07,0.9999991656258089,0.94929457
grid,B2/Lazlo,revealed,cre07__int05,0.19776345789432526,0.36481625
grid,B2/Lazlo,revealed,cre08__ana03,0.9999999999811243,0.9983356
grid,B2/Lazlo,revealed,emo02__cre04,5.927093802426953e-07,0.011014876
grid,B2/Lazlo,revealed,emo02__hlp07,3.907927776936049e-07,0.018678108
grid,B2/Lazlo,revealed,emo03__ana08,1.3533022169553988e-07,0.0061177406
grid,B2/Lazlo,revealed,emo05__slf02,2.0699689073921945e-08,0.0025618912
grid,B2/Lazlo,revealed,emo06__cre08,2.801398224505647e-09,0.005687521
grid,B2/Lazlo,revealed,gry01__emo06,1.399089786247032e-07,0.026908748
grid,B2/Lazlo,revealed,gry01__hlp04,1.6120932144758626e-08,0.030517546
grid,B2/Lazlo,revealed,gry02__emo01,5.130940117226146e-11,0.009091698
grid,B2/Lazlo,revealed,gry02__hlp05,6.250764350568261e-10,0.0046747774
grid,B2/Lazlo,revealed,gry03__emo04,1.9951362340009382e-07,0.023460232
grid,B2/Lazlo,revealed,gry03__hlp06,3.0264194883500295e-07,0.008537234
grid,B2/Lazlo,revealed,gry04__hlp07,0.0004440571938175708,0.32343674
grid,B2/Lazlo,revealed,gry04__pls02,0.49972361529066056,0.322174
grid,B2/Lazlo,revealed,gry05__hlp08,4.618724958049825e-09,0.009999753
grid,B2/Lazlo,revealed,gry05__pls01,0.4999995827674866,0.49402744
grid,B2/Lazlo,revealed,gry06__hlp01,0.9999998710128697,0.9699936
grid,B2/Lazlo,revealed,gry06__pls06,0.5,0.4956679
grid,B2/Lazlo,revealed,hlp01__rep06,0.9999999999547196,0.9977248
grid,B2/Lazlo,revealed,hlp03__emo01,0.9999999923850105,0.99519086
grid,B2/Lazlo,revealed,hlp03__rep05,0.9999999996208719,0.99660647
grid,B2/Lazlo,revealed,hlp04__ana07,4.5136052762018153e-07,0.012122128
grid,B2/Lazlo,revealed,hlp06__rep07,0.9999999996208719,0.99307805
grid,B2/Lazlo,revealed,hlp08__emo05,0.999999999197386,0.9963838
grid,B2/Lazlo,revealed,int01__hlp01,6.240604299989627e-08,0.021387532
grid,B2/Lazlo,revealed,int01__slf01,6.092793158885002e-08,0.004979957
